date,open,high,low,close,volume
2023-01-01,2014.9023881887151,1986.1871953831908,1959.6798316189988,2014.2674309435677,2755
2023-01-02,2038.975130693363,1981.2569484149046,1969.8716362866896,2027.4561438897854,8007
2023-01-03,2046.4810151207425,1992.422831738937,1981.8601574136921,2050.6978952842915,8499
2023-01-04,2051.697560475433,1958.0091840477162,1996.852076985454,2041.3311876457647,9044
2023-01-05,2086.415970532775,1949.922082272719,1979.5417988624442,2069.506658502955,3450
2023-01-06,2086.7968064677325,1940.583863782019,1972.8964990842767,2073.5822488991425,3075
2023-01-07,2050.093647099985,1986.4606852751112,1971.2369434206123,2023.9038586860768,9600
2023-01-08,2016.3504793715706,2004.5410986980714,1946.2253076744448,2026.3797427739703,3724
2023-01-09,2016.654260589913,1982.0490644492918,1923.6935510830556,2037.8993136198492,7789
2023-01-10,2020.388529343776,1999.9007569876774,1929.70322552364,2002.6518622195724,9818
2023-01-11,2050.896615920876,1978.2882328230312,1922.2134384323942,2027.8978570708425,4913
2023-01-12,2041.7269512186915,1969.3015723384656,1936.29013870175,2055.1614302660732,5827
2023-01-13,2043.2011100179354,1972.6409834199158,1948.6706719384213,2047.1226698488447,1818
2023-01-14,2057.744547310987,1965.5474869522386,1948.9062420947218,2059.6127929838694,5272
2023-01-15,2052.3556574373297,1966.9546543250183,1925.5191541942734,2055.0996976213655,6587
2023-01-16,2036.5963421848635,1957.3585369525445,1899.3016947752549,2073.294143844213,3852
2023-01-17,2052.509183980005,1937.1192038716151,1902.1059879158042,2064.86503435556,3134
2023-01-18,2029.1662974491987,1934.9644751871338,1895.7781219579447,2059.680081394312,7148
2023-01-19,2032.3457681832062,1932.8168623175252,1914.9712646170315,2054.233066864687,2257
2023-01-20,2036.9074912976641,1904.4503877769491,1917.754949032541,2066.1317403280686,9803
2023-01-21,2025.7791002079819,1901.6106889722653,1915.5452498034647,2081.285354611897,8069
2023-01-22,2070.633701250116,1890.2681814583666,1883.6129044769887,2087.999858037093,1913
2023-01-23,2062.6855141767587,1897.3766596149665,1897.2192155785722,2063.1558023133457,8206
2023-01-24,2090.6892705847963,1896.5307986052665,1906.1414501705665,2043.376333736199,3332
2023-01-25,2097.8797095687855,1919.7482299583928,1911.4991939111935,2054.687936075022,7053
2023-01-26,2078.9704019309456,1955.7206097539304,1924.9647912143662,2038.9766569653402,3595
2023-01-27,2067.6493685214373,1949.5379442876467,1955.0247370350494,2049.560836301982,7516
2023-01-28,2075.8879041583227,1955.7210972869746,1961.00943601188,2036.4470556099316,5474
2023-01-29,2076.567779555419,1978.4205940940087,1945.2514071431879,2036.949077264465,9771
2023-01-30,2053.1491833907617,1990.9976197247133,1973.2953207160972,2046.0977038170033,6133
2023-01-31,2043.8756579442513,1975.2899884797755,1948.979565305926,2055.5883282158916,5699
2023-02-01,2069.0598109875414,1987.8086762103553,1952.0408868382617,2060.107745794137,7815
2023-02-02,2038.969442611962,1993.6883488706383,1959.015343798509,2098.750755020823,2903
2023-02-03,1995.6784133101705,2007.829572792272,1957.481350215963,2038.2992917364616,1880
2023-02-04,2000.9811492462725,2011.342327944134,1958.2127118938556,2045.1374452725336,4598
2023-02-05,1973.1116549542471,2002.3380286276351,1986.6967003747015,2028.843902354947,4688
2023-02-06,1974.304844193284,1992.7983575182466,1975.9389500939826,2013.5553472224422,8484
2023-02-07,1947.4584177507688,2002.7783044297719,1978.13106439241,2043.6851361721965,9136
2023-02-08,1939.1217058210186,1986.6812072186724,1958.9207806298325,2045.882576737708,3484
2023-02-09,1946.4648118048876,2000.37238393196,1955.4667769013145,2065.2715546079226,7480
2023-02-10,1968.2842787618492,2009.485785675589,1951.0513235322996,2042.9432677599623,5615
2023-02-11,1998.2671943774858,1992.275087761638,1962.8655282788447,2052.8915831085396,6579
2023-02-12,2014.7603246663493,2004.1046618816454,1973.091890936193,2040.486060997841,9824
2023-02-13,2010.6948385526882,2011.8204110973759,1974.1489118618717,2038.9132777868872,7603
2023-02-14,2009.4107241618015,2014.0939084357817,1970.256292122188,2008.5568269831797,9100
2023-02-15,1972.907056816181,2008.668350475494,1951.7303766712193,2025.1346390325637,2662
2023-02-16,1976.3921294943616,1999.4992798896328,1953.6356046319656,2016.1394292716009,5897
2023-02-17,1925.4006432632013,2012.6147626952459,1966.7170759508954,2003.5336268695828,7053
2023-02-18,1917.4079782910128,2017.3040691424696,1999.6008997663494,1999.8999579999256,4133
2023-02-19,1929.1561889329364,2044.9445063152564,2010.1424788774023,1972.9770957639355,7240
2023-02-20,1955.524220646423,2004.1335679926333,2006.2839953024943,1972.285278156147,3488
2023-02-21,1926.3661100157294,2031.463793988893,1997.0281065761567,1966.3892412103405,1433
2023-02-22,1937.3929728407682,2009.2233797288939,2008.7329366140752,1963.8514384192608,3537
2023-02-23,1911.3366059789812,2025.3333663120677,2011.8736092427525,1935.8228392829399,6883
2023-02-24,1910.1389489311034,2061.3155212559377,1998.5522703294273,1920.45992123111,6415
2023-02-25,1933.1972988171542,2081.0628160345964,1974.1980339598865,1925.301462515813,6953
2023-02-26,1953.8757192437945,2104.8121514406466,1960.3865780546296,1931.6343390797922,8180
2023-02-27,1968.67179999687,2108.254852302989,1952.1928518530938,1927.651887470566,1641
2023-02-28,1937.090952298435,2088.6221882429677,1989.2348232783713,1914.3437075530737,2857
2023-03-01,1947.5071693482103,2083.211318547347,2007.2570821033435,1930.3330870451982,9282
2023-03-02,1944.7278861495813,2074.5234768114615,1993.7860282194706,1948.7210854596403,3842
2023-03-03,1940.686666096451,2086.3960405774446,2019.1717205525442,1960.9493809291941,4224
2023-03-04,1929.5143471670285,2059.8126042597396,2027.5109920429436,1937.3337254347657,7090
2023-03-05,1941.506575016621,2049.5708810426654,2033.266143339735,1963.2196695906744,2933
2023-03-06,1955.239005118444,2019.9678316274742,2046.0843454052765,1937.3362675328715,3265
2023-03-07,1946.8319262142443,2027.9051590347128,2061.5277436338,1922.8477159925403,3656
2023-03-08,1963.2165318935258,2013.4357784233284,2069.784904359931,1914.1145288502478,1363
2023-03-09,1961.0171864629715,1998.8745472603848,2071.298426470543,1923.2632595846535,6913
2023-03-10,1973.5437946487227,1972.2801485662237,2087.4312640998223,1922.4186890276253,2931
2023-03-11,1985.179364101396,1957.8676648121825,2122.3475961273575,1911.5706231799866,2510
2023-03-12,1995.107955928483,1963.7330825170066,2146.2682546432516,1898.6460947579678,9618
2023-03-13,1991.4737237203406,1947.9103778740612,2140.045989858977,1892.3077276196766,1876
2023-03-14,2021.99814241128,1935.2937444096385,2173.1271186527006,1917.2748072016045,1701
2023-03-15,2022.1776549230835,1960.7302230232556,2144.3986427869786,1890.6594952668058,8759
2023-03-16,2058.92580864239,1979.7569752140714,2149.960513941552,1930.327673046488,4781
2023-03-17,2047.4057381753844,1988.279752439165,2164.9447884593064,1953.5600028713893,1250
2023-03-18,2055.1837296964877,1984.6962966045662,2149.3589792455455,1945.9994923507795,8084
2023-03-19,2061.654167659885,1980.7316959089471,2147.2959117131645,1936.979892472218,4369
2023-03-20,2061.464717377623,1966.2318129792282,2158.078563775275,1948.5715059151055,6636
2023-03-21,2058.7436540613508,1938.3420772466568,2151.8270319396584,1949.9913926224688,8947
2023-03-22,2033.396759461862,1927.0666123150534,2128.210302511737,1966.7337033415934,7509
2023-03-23,2028.8952938570183,1930.4191202921172,2148.2657271127223,1976.9731228698647,5632
2023-03-24,2057.1539737789108,1957.6444932577813,2172.5894198630485,1962.469909169247,1242
2023-03-25,2060.203113140333,1993.9021235402686,2179.1255797695276,1929.4478327856227,7844
2023-03-26,2060.3630018978347,1968.6220892397089,2159.07886949019,1919.2297581327066,5173
2023-03-27,2056.592181731847,1956.1301649877466,2152.20708959753,1901.6027064551308,2478
2023-03-28,2059.604256548497,1927.3681354999924,2142.0009000442415,1919.0332376552685,1930
2023-03-29,2037.3343284684372,1894.816002557511,2158.445541857285,1902.551032799573,6184
2023-03-30,2040.666769479194,1860.9642320719754,2163.520054307101,1913.5230386104636,2038
2023-03-31,2027.57385637574,1842.9325202986447,2135.3304801833224,1927.7461649909771,3583
2023-04-01,2006.719545470685,1831.6665108324964,2170.9373811349797,1907.191281770892,5077
2023-04-02,2037.0899676254699,1834.906126578721,2181.964622127038,1953.0771860864252,2193
2023-04-03,2040.3032570052883,1812.494060520655,2170.6999755879315,1971.5668638989398,3221
2023-04-04,2040.8999693994972,1804.2224977901578,2152.1689572925497,2016.4829015823323,6238
2023-04-05,2054.9036569079976,1820.5583003746724,2147.236949093338,2030.627004190745,9642
2023-04-06,2076.268741507775,1797.4038817164833,2146.855744367001,2000.87975282417,3459
2023-04-07,2035.61840444842,1765.7696346689727,2127.506152191065,2021.4115989937836,9499
2023-04-08,2050.119201704727,1724.7760607023529,2148.7083327673568,1996.7005867172377,8640
2023-04-09,2074.480933753445,1709.7446909232415,2171.964002806183,1989.3823089398145,4442
2023-04-10,2103.731041806467,1692.2893854707384,2151.225425266166,1993.4291339371878,6190
2023-04-11,2095.4859095913453,1680.986056157166,2194.643572078498,1997.4307866026347,3381
2023-04-12,2073.7004874443837,1724.5620310144036,2146.362589611258,1978.8970671295015,5013
