date,open,high,low,close,volume
2023-01-01,29406.337650867295,30022.357876304155,29770.62934969461,29779.352929608784,2525
2023-01-02,29476.381592516595,29912.818821350476,29992.236667281457,29664.88961875413,7720
2023-01-03,29221.498683062775,30070.45075418724,29963.98839255908,29914.890341586095,8352
2023-01-04,28748.275903585192,30114.74160218672,29750.88419481771,29781.704125936296,5444
2023-01-05,28650.45606330847,29993.83551502567,29655.23560493786,29284.077579137524,6013
2023-01-06,29004.025462840695,30174.670156785105,29892.324343770848,29444.12449688071,5474
2023-01-07,28872.93836986864,29841.105493120813,30163.626368551013,29096.99061092839,7753
2023-01-08,29060.32575363853,29921.289688137014,30090.167612421443,28901.6476745627,2049
2023-01-09,29658.55868098488,30108.503973998962,29818.291100937055,28573.36690079697,3857
2023-01-10,29772.31943794556,29518.289306641665,29869.743225635048,28664.697643711672,1203
2023-01-11,29594.641949712157,29202.410910474617,29787.49404811457,28525.0208750871,8109
2023-01-12,29647.799903671767,28949.1992859474,29340.15949674993,28811.18692513627,1100
2023-01-13,29868.79701092215,28557.33901043149,29661.488642300526,28829.92015702677,4702
2023-01-14,30055.148571112015,28420.76461918226,29560.81881177213,28622.36543716002,7416
2023-01-15,29667.553371923186,28355.797408916147,29774.35671821008,28356.46169048613,7029
2023-01-16,29370.11231041329,28459.806072873507,29829.403973214914,28478.263947362404,8420
2023-01-17,29353.42019534306,28767.457264977835,29714.548866809564,28706.275073473804,7503
2023-01-18,29011.750246385393,28133.316064573588,29545.882943783814,28743.23251830647,5156
2023-01-19,29401.76193455579,27911.92408362529,29301.596080493302,29043.554693630635,9728
2023-01-20,29268.04391682221,27921.038301790406,28955.689055673996,28484.50492583622,8145
2023-01-21,29402.591590338667,27464.190982623375,29044.07722572924,28498.927056347293,5929
2023-01-22,29714.578116991088,27248.59153648314,28842.608620334755,27894.619468876914,6594
2023-01-23,29628.433202007076,27434.99780171051,28419.816326836903,27587.605361980444,8432
2023-01-24,30025.01200183885,27211.201976320368,28404.02605741681,27845.105984151916,7920
2023-01-25,30196.843409882065,27726.539040016858,28438.655258944873,27632.743716671725,6876
2023-01-26,30172.711276968406,27807.002743725086,28642.57390434494,27189.90115776496,8540
2023-01-27,30250.056645806606,28577.64780627946,28630.465690613848,27353.88256367074,8923
2023-01-28,30135.64360980259,29338.47427892244,28159.811420995728,27662.48761630366,2607
2023-01-29,30248.392594726014,29598.139549733263,28162.854527259205,27403.920493456386,1337
2023-01-30,30449.098499642172,29821.630420059748,28076.691443313463,27353.2471738777,5660
2023-01-31,30792.89768823194,29760.917704511445,28136.938813693592,27336.189552782213,7782
2023-02-01,30824.41485987754,29869.850401400447,28587.31045051064,27520.75576276622,4569
2023-02-02,30824.276845424207,30065.481852166133,28467.043540096027,27845.340018978026,7052
2023-02-03,31436.796405906316,29705.627464859863,28422.151563108844,27665.243114427773,8995
2023-02-04,31955.431874068327,29553.3313780737,28494.33462840951,27437.39619768286,9115
2023-02-05,32080.11276198811,29786.67796446399,27927.562412493662,27103.944370007248,1206
2023-02-06,31800.486484352878,30175.5017081261,28029.066746677385,26899.565104243513,7642
2023-02-07,32183.78265933427,30737.051265846218,28192.44412105993,26571.62305516163,4501
2023-02-08,32457.836924865394,30488.76715922337,28076.710262126602,26591.393055593715,6841
2023-02-09,32963.60696863185,30590.91602959198,27560.59501716199,26283.559435578274,9053
2023-02-10,32654.738690823844,31060.216985975334,27515.034561688033,26099.780255966776,2803
2023-02-11,32623.45900116144,31282.427238696924,28071.57465688733,26584.236261121834,9189
2023-02-12,32618.405416823796,30712.59610979676,28148.509554324177,26734.885365222424,8625
2023-02-13,32516.948096475757,30747.49491489056,28047.66996865346,26255.53598361536,2213
2023-02-14,32532.501832559356,30995.25570475678,28088.741942857614,26216.244299500828,2977
2023-02-15,32212.204129095404,30833.57879646952,28071.710157289912,26749.242009565576,1834
2023-02-16,32913.34712550789,30592.82427695351,27426.29481387221,26811.51823368424,1795
2023-02-17,32913.381270871825,31055.90994509235,27026.90586095696,26781.266522299007,5881
2023-02-18,32964.47818400228,31336.876706623356,27083.776368656047,26975.646279478402,1807
2023-02-19,32974.514554078916,31963.052162138407,26854.94147918517,26970.386205838222,5278
2023-02-20,33247.305613825585,32331.111389693782,27223.780408571554,27298.81204672971,7711
2023-02-21,33240.20026190197,31938.998217498916,27394.01400705797,27609.626737589864,8178
2023-02-22,33889.30261028245,31564.324188726165,27130.451405981457,27995.340076322056,6823
2023-02-23,34148.011550987554,31785.11745588507,26843.996666987798,28209.773290505003,3122
2023-02-24,34101.77330701879,31729.39486948798,26370.20101505447,27869.513271303014,2191
2023-02-25,34393.50578926602,31842.467278811568,26505.371099117245,28078.847434158663,1721
2023-02-26,34739.19494592293,32173.94813162884,26595.81093631077,27552.310008403085,3062
2023-02-27,34490.49166575618,32182.472801626584,26961.11866528527,27927.936908441694,7296
2023-02-28,35079.28821950476,32081.144124453484,26796.64263171498,27822.670077022594,4360
2023-03-01,35576.18995916435,31944.078332968154,27090.949861480887,28102.170435244276,7220
2023-03-02,35816.54335853324,32613.121575783396,27638.263401053922,27577.220728987853,1742
2023-03-03,36299.1928896583,32154.939865874814,27808.92449597924,27809.932788054164,5594
2023-03-04,36358.54500822056,32112.120911076403,27770.007320748824,27744.531422187865,9554
2023-03-05,36189.26507545298,31556.60476567842,27342.919700112416,28047.520426374616,6724
2023-03-06,35956.3383777573,31234.122810486955,27111.001770844945,28079.815634080245,1242
2023-03-07,35505.05786154105,31263.420115281577,27394.870692584707,27174.33587946601,3987
